ID,答题时间,Q1_身份,Q2_年龄段,Q3_配送类型,Q4_配送区域类型,Q5_是否用过驿站,Q6_跑单时长,Q7_最不便方面_多选,Q8_驿站重要功能_多选,Q9_驿站选址偏好,Q10_方案取舍,Q11_效率恢复_量表,Q12_安全缓冲_量表,Q13_价值感知_量表,Q14_寻找难易_量表,Q15_注意力测试_量表,Q16_使用流程_量表,Q17_习惯难度_量表,Q18_使用可能_量表,Q19_推荐意愿_量表,Q20_运营费用承担_多选,Q21_付费意愿,Q22_广告接受度_量表,Q23_运营顾虑_开放,Q24_从业时间,Q25_月收入,Q26_商户店铺类型,Q27_商户店址位置,Q28_骑手客源占比,Q29_目前骑手停留情况,Q30_参与合作意向,Q31_合作顾虑点_多选,Q32_激励方式偏好_多选,Q33_商户具体想法_开放,Q34_居民见骑手频率,Q35_对骑手露宿态度,Q36_对驿站总体态度,Q37_50米内距离敏感度,Q38_居民主要担忧_多选,Q39_驿站管理原则_多选,Q40_参与讨论意愿,Q41_居民建议建议_开放,Q42_社区居住时长
257,917,外卖骑手,41岁及以上,专送,住宅区/社区为主,完全不知道,8-12小时,"上厕所不便,饮水不便,找不到合适地方休息","充足的电瓶车停车位,便利服务",小区出入口/门卫室附近,A（高频便利型）,4.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,"由外卖平台承担,广告收入",愿意支付,1.0,只要不收费什么都好说,6个月-1年,5000元以下,,,,,,,,1,,,,,,,,没啥,
258,564,外卖骑手,41岁及以上,众包,住宅区/社区为主,完全不知道,4-8小时,"身体疲劳无处缓解,饮水不便","充电续航,应急庇护",社区便利店/超市内,A（高频便利型）,3.0,3.0,3.0,4.0,1.0,4.0,3.0,3.0,3.0,"由外卖平台承担,广告收入",视情况而定,2.0,没啥,不到6个月,5000元以下,,,,,,,,无意见,,,,,,,,跳过,
259,247,社区周边商户,18-24岁,,,,,,,,,,,,,,,,,,,,,1,,,其他服务店,是，就在小区门口,是，经常来,从未有过,非常愿意,"影响店面卫生,安全责任问题",水电补贴,希望能有专人负责每天的卫生打扫。,,,,,,,,暂无,
260,340,社区居民,18-24岁,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,。,偶尔看到,没感觉,中立,否,"噪音/卫生问题,充电消防隐患",禁止吸烟,愿意,暂无,1-5年
261,348,社区居民,18-24岁,,,,,,,,,,,,,,,,,,,,,没想法,,,,,,,,,,。,经常看到,影响美观,非常支持,否,噪音/卫生问题,"物业监督,禁止吸烟",不太愿意,不错,5年以上
262,220,社区居民,25-30岁,,,,,,,,,,,,,,,,,,,,,没有,,,,,,,,,,无意见,经常看到,影响美观,不太支持,是,噪音/卫生问题,"物业监督,禁止吸烟",不太愿意,一定要注意卫生，别到时候一地烟头和快餐盒。,少于1年
263,456,外卖骑手,25-30岁,专送,住宅区/社区为主,是，偶尔用,超过12小时,"上厕所不便,饮水不便","便利服务,基础休憩",社区便利店/超市内,A（高频便利型）,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,"由外卖平台承担,向骑手收取少量费用",不太愿意,4.0,电瓶车充电是最大的问题，希望能解决。,6个月-1年,5000元以下,,,,,,,,-,,,,,,,,。,
264,335,社区居民,41岁及以上,,,,,,,,,,,,,,,,,,,,,无意见,,,,,,,,,,无,偶尔看到,不希望聚集,中立,否,充电消防隐患,"物业监督,禁止吸烟",无所谓,无意见,5年以上
265,240,外卖骑手,25-30岁,众包,商业区/写字楼为主,知道，但从没用过,8-12小时,"身体疲劳无处缓解,手机/电瓶车充电难,饮水不便","应急庇护,便利服务",社区便利店/超市内,A（高频便利型）,5.0,4.0,5.0,4.0,1.0,5.0,5.0,4.0,5.0,"完全由政府出资,向骑手收取少量费用",视情况而定,1.0,有时候驿站关门太早了。,不到6个月,12000元以上,,,,,,,,没想法,,,,,,,,不知道,
266,240,外卖骑手,25-30岁,众包,商业区/写字楼为主,是，经常用,8-12小时,上厕所不便,"充足的电瓶车停车位,应急庇护",社区便利店/超市内,B（综合保障型）,4.0,4.0,4.0,4.0,1.0,5.0,4.0,4.0,4.0,"由外卖平台承担,向骑手收取少量费用",不太愿意,2.0,没,1-3年,12000元以上,,,,,,,,1,,,,,,,,。,
267,318,外卖骑手,18-24岁,众包,住宅区/社区为主,完全不知道,超过12小时,身体疲劳无处缓解,"充电续航,基础休憩",闲置核酸亭/集装箱改造,B（综合保障型）,4.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,3.0,"完全由政府出资,向骑手收取少量费用",完全不愿意,5.0,-,不到6个月,5000-8000元,,,,,,,,。,,,,,,,,。,
268,404,社区居民,31-40岁,,,,,,,,,,,,,,,,,,,,,跳过,,,,,,,,,,1,经常看到,没感觉,比较支持,否,"噪音/卫生问题,充电消防隐患",物业监督,不太愿意,电瓶车千万不能进楼道充电,少于1年
269,690,外卖骑手,25-30岁,众包,住宅区/社区为主,知道，但从没用过,超过12小时,"饮水不便,上厕所不便,找不到合适地方休息","便利服务,应急庇护",社区便利店/超市内,A（高频便利型）,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,"广告收入,完全由政府出资",不太愿意,5.0,里面能不能装个空调啊，夏天真的会中暑。,不到6个月,8000-12000元,,,,,,,,没啥,,,,,,,,暂无,
270,219,外卖骑手,18-24岁,众包,住宅区/社区为主,完全不知道,4-8小时,"饮水不便,手机/电瓶车充电难","充电续航,基础休憩",社区便利店/超市内,A（高频便利型）,3.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,"由外卖平台承担,广告收入",不太愿意,1.0,没遇到,不到6个月,8000-12000元,,,,,,,,跳过,,,,,,,,无,
271,451,外卖骑手,25-30岁,专送,住宅区/社区为主,完全不知道,8-12小时,找不到合适地方休息,"基础休憩,便利服务",小区出入口/门卫室附近,C（弹性流动型）,5.0,5.0,5.0,5.0,1.0,5.0,4.0,4.0,4.0,"向骑手收取少量费用,广告收入",完全不愿意,3.0,1,1-3年,8000-12000元,,,,,,,,没啥,,,,,,,,跳过,
272,458,社区居民,41岁及以上,,,,,,,,,,,,,,,,,,,,,跳过,,,,,,,,,,不知道,偶尔看到,没感觉,比较支持,是,充电消防隐患,"禁止吸烟,物业监督",愿意,消防隐患是大家最担心的，必须有正规的灭火设备。,少于1年
273,907,社区居民,41岁及以上,,,,,,,,,,,,,,,,,,,,,不知道,,,,,,,,,,没,经常看到,没感觉,非常支持,否,"噪音/卫生问题,充电消防隐患",物业监督,不太愿意,无,少于1年
274,126,外卖骑手,31-40岁,众包,住宅区/社区为主,知道，但从没用过,超过12小时,"找不到合适地方休息,手机/电瓶车充电难","充足的电瓶车停车位,基础休憩",小区出入口/门卫室附近,A（高频便利型）,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,"由外卖平台承担,向骑手收取少量费用",完全不愿意,2.0,没想法,1-3年,12000元以上,,,,,,,,-,,,,,,,,没有,
275,108,外卖骑手,18-24岁,众包,商业区/写字楼为主,知道，但从没用过,少于4小时,手机/电瓶车充电难,"应急庇护,便利服务",社区便利店/超市内,A（高频便利型）,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,"广告收入,向骑手收取少量费用",愿意支付,4.0,别搞收费，本来就赚点辛苦钱。,不到6个月,12000元以上,,,,,,,,1,,,,,,,,没有,
276,562,外卖骑手,31-40岁,专送,混合区域,知道，但从没用过,超过12小时,"手机/电瓶车充电难,找不到合适地方休息","充电续航,充足的电瓶车停车位",社区便利店/超市内,A（高频便利型）,5.0,5.0,5.0,4.0,1.0,5.0,5.0,5.0,5.0,"完全由政府出资,由外卖平台承担",不太愿意,2.0,1,不到6个月,12000元以上,,,,,,,,无,,,,,,,,没啥,
277,301,外卖骑手,31-40岁,专送,住宅区/社区为主,完全不知道,4-8小时,"找不到合适地方休息,身体疲劳无处缓解,上厕所不便","充电续航,便利服务",社区便利店/超市内,A（高频便利型）,5.0,4.0,5.0,4.0,1.0,5.0,4.0,4.0,4.0,"广告收入,由外卖平台承担",不太愿意,4.0,不知道,不到6个月,8000-12000元,,,,,,,,没,,,,,,,,没有,
278,276,外卖骑手,41岁及以上,众包,商业区/写字楼为主,是，经常用,4-8小时,"手机/电瓶车充电难,身体疲劳无处缓解,饮水不便","基础休憩,应急庇护",社区便利店/超市内,A（高频便利型）,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,"由外卖平台承担,广告收入",视情况而定,5.0,无意见,6个月-1年,5000元以下,,,,,,,,-,,,,,,,,没想法,
279,278,外卖骑手,25-30岁,众包,住宅区/社区为主,是，经常用,少于4小时,"饮水不便,身体疲劳无处缓解","基础休憩,充电续航",闲置核酸亭/集装箱改造,A（高频便利型）,2.0,3.0,3.0,4.0,1.0,4.0,3.0,3.0,4.0,"完全由政府出资,向骑手收取少量费用",视情况而定,3.0,支持,1-3年,5000-8000元,,,,,,,,-,,,,,,,,不知道,
280,254,社区居民,31-40岁,,,,,,,,,,,,,,,,,,,,,。,,,,,,,,,,跳过,偶尔看到,影响美观,非常支持,是,"噪音/卫生问题,充电消防隐患",物业监督,不太愿意,可以设在原先那些废弃的核酸亭里，废物利用。,1-5年
281,563,外卖骑手,18-24岁,众包,商业区/写字楼为主,是，偶尔用,8-12小时,"上厕所不便,手机/电瓶车充电难,找不到合适地方休息","充足的电瓶车停车位,充电续航",小区出入口/门卫室附近,A（高频便利型）,4.0,3.0,5.0,4.0,1.0,4.0,5.0,4.0,3.0,"由外卖平台承担,广告收入",完全不愿意,5.0,同意,不到6个月,12000元以上,,,,,,,,。,,,,,,,,无,
282,228,社区周边商户,18-24岁,,,,,,,,,,,,,,,,,,,,,没想法,,,药店/诊所,是，在100米内,偶尔来,从未有过,不愿意,"影响店面卫生,安全责任问题",水电补贴,不知道,,,,,,,,不知道,
283,870,社区周边商户,18-24岁,,,,,,,,,,,,,,,,,,,,,无意见,,,药店/诊所,是，就在小区门口,是，经常来,很少有,可以考虑,安全责任问题,平台流量曝光,如果是社区统一组织的，比较有公信力。,,,,,,,,没啥,
284,352,外卖骑手,25-30岁,众包,商业区/写字楼为主,完全不知道,超过12小时,手机/电瓶车充电难,"基础休憩,便利服务",闲置核酸亭/集装箱改造,C（弹性流动型）,5.0,5.0,4.0,5.0,1.0,4.0,5.0,4.0,3.0,"广告收入,由外卖平台承担",视情况而定,4.0,没有,不到6个月,12000元以上,,,,,,,,不知道,,,,,,,,没啥,
285,153,社区周边商户,25-30岁,,,,,,,,,,,,,,,,,,,,,没有,,,便利店/小超市,否,很少,从未有过,不愿意,影响店面卫生,"水电补贴,平台流量曝光",没啥,,,,,,,,无意见,
286,634,外卖骑手,31-40岁,专送,商业区/写字楼为主,知道，但从没用过,4-8小时,"找不到合适地方休息,饮水不便","应急庇护,充足的电瓶车停车位",闲置核酸亭/集装箱改造,B（综合保障型）,3.0,4.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,"广告收入,完全由政府出资",视情况而定,1.0,这种事确实挺好，就是感觉落实不到我们身上。,不到6个月,5000-8000元,,,,,,,,无,,,,,,,,-,
287,153,社区周边商户,25-30岁,,,,,,,,,,,,,,,,,,,,,无,,,药店/诊所,是，就在小区门口,偶尔来,经常有,非常愿意,"安全责任问题,影响店面卫生","平台流量曝光,水电补贴",-,,,,,,,,跳过,
288,270,社区周边商户,25-30岁,,,,,,,,,,,,,,,,,,,,,没,,,药店/诊所,是，在100米内,很少,偶尔有,可以考虑,"影响店面卫生,安全责任问题","水电补贴,平台流量曝光",跳过,,,,,,,,没想法,
289,773,外卖骑手,25-30岁,专送,商业区/写字楼为主,是，偶尔用,4-8小时,"找不到合适地方休息,身体疲劳无处缓解","应急庇护,充足的电瓶车停车位",小区出入口/门卫室附近,C（弹性流动型）,2.0,3.0,3.0,3.0,1.0,3.0,4.0,3.0,2.0,"向骑手收取少量费用,由外卖平台承担",不太愿意,2.0,不错,1-3年,8000-12000元,,,,,,,,没,,,,,,,,没,
290,355,外卖骑手,25-30岁,众包,混合区域,是，偶尔用,8-12小时,"上厕所不便,找不到合适地方休息","应急庇护,基础休憩",社区便利店/超市内,A（高频便利型）,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,"广告收入,向骑手收取少量费用",完全不愿意,2.0,跳过,1-3年,12000元以上,,,,,,,,没想法,,,,,,,,不知道,
291,476,社区居民,18-24岁,,,,,,,,,,,,,,,,,,,,,暂无,,,,,,,,,,1,很少看到,觉得辛苦,非常支持,是,充电消防隐患,"物业监督,禁止吸烟",愿意,坚决反对把充电站建在居民楼下面，太危险了！,少于1年
292,465,外卖骑手,31-40岁,专送,住宅区/社区为主,是，偶尔用,少于4小时,身体疲劳无处缓解,"应急庇护,充足的电瓶车停车位",社区便利店/超市内,A（高频便利型）,2.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,"由外卖平台承担,广告收入",不太愿意,5.0,1,6个月-1年,5000-8000元,,,,,,,,不知道,,,,,,,,无意见,
293,63,社区周边商户,18-24岁,,,,,,,,,,,,,,,,,,,,,1,,,药店/诊所,否,是，经常来,从未有过,可以考虑,影响店面卫生,平台流量曝光,无,,,,,,,,1,
294,776,社区居民,41岁及以上,,,,,,,,,,,,,,,,,,,,,无意见,,,,,,,,,,不知道,经常看到,觉得辛苦,比较支持,否,"充电消防隐患,噪音/卫生问题","物业监督,禁止吸烟",愿意,没有,少于1年
295,534,社区居民,25-30岁,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-,很少看到,没感觉,比较支持,否,"噪音/卫生问题,充电消防隐患",禁止吸烟,不太愿意,小哥们风里雨里不容易，小区里有个落脚点挺好的。,5年以上
296,338,外卖骑手,25-30岁,专送,商业区/写字楼为主,知道，但从没用过,8-12小时,"饮水不便,手机/电瓶车充电难,找不到合适地方休息","充电续航,基础休憩",社区便利店/超市内,A（高频便利型）,4.0,4.0,4.0,5.0,1.0,4.0,4.0,4.0,3.0,"由外卖平台承担,向骑手收取少量费用",完全不愿意,2.0,跳过,6个月-1年,12000元以上,,,,,,,,没啥,,,,,,,,无意见,
297,284,社区周边商户,18-24岁,,,,,,,,,,,,,,,,,,,,,1,,,药店/诊所,是，就在小区门口,偶尔来,偶尔有,非常愿意,影响店面卫生,平台流量曝光,没遇到,,,,,,,,跳过,
298,1014,外卖骑手,18-24岁,众包,商业区/写字楼为主,是，经常用,少于4小时,饮水不便,"便利服务,应急庇护",小区出入口/门卫室附近,A（高频便利型）,3.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,"由外卖平台承担,完全由政府出资",愿意支付,3.0,能有个地方给手机充充电最实在了。,不到6个月,5000-8000元,,,,,,,,没有,,,,,,,,暂无,
299,1671,外卖骑手,18-24岁,专送,商业区/写字楼为主,完全不知道,超过12小时,"手机/电瓶车充电难,身体疲劳无处缓解,饮水不便","便利服务,基础休憩",社区便利店/超市内,B（综合保障型）,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,"向骑手收取少量费用,由外卖平台承担",愿意支付,5.0,-,不到6个月,12000元以上,,,,,,,,没想法,,,,,,,,无意见,
300,239,社区周边商户,18-24岁,,,,,,,,,,,,,,,,,,,,,没啥,,,其他服务店,否,偶尔来,从未有过,非常愿意,安全责任问题,平台流量曝光,不知道,,,,,,,,跳过,
301,604,外卖骑手,25-30岁,众包,混合区域,是，经常用,少于4小时,"身体疲劳无处缓解,上厕所不便","应急庇护,充电续航",社区便利店/超市内,A（高频便利型）,4.0,4.0,4.0,3.0,1.0,4.0,4.0,3.0,4.0,"由外卖平台承担,向骑手收取少量费用",不太愿意,1.0,没想法,不到6个月,5000元以下,,,,,,,,不知道,,,,,,,,没啥,
303,384,社区居民,31-40岁,,,,,,,,,,,,,,,,,,,,,无,,,,,,,,,,没想法,很少看到,觉得辛苦,非常支持,否,"噪音/卫生问题,充电消防隐患","禁止吸烟,物业监督",无所谓,看情况,少于1年
304,249,社区周边商户,25-30岁,,,,,,,,,,,,,,,,,,,,,暂无,,,其他服务店,否,很少,偶尔有,不愿意,"影响店面卫生,安全责任问题",平台流量曝光,还行,,,,,,,,暂无,
305,265,社区居民,41岁及以上,,,,,,,,,,,,,,,,,,,,,不知道,,,,,,,,,,暂无,偶尔看到,没感觉,中立,否,噪音/卫生问题,禁止吸烟,愿意,不错,1-5年
306,310,外卖骑手,31-40岁,专送,住宅区/社区为主,是，经常用,8-12小时,"上厕所不便,找不到合适地方休息,饮水不便","充电续航,应急庇护",社区便利店/超市内,C（弹性流动型）,4.0,4.0,3.0,5.0,1.0,4.0,5.0,4.0,4.0,"广告收入,由外卖平台承担",视情况而定,2.0,挺好的,6个月-1年,5000-8000元,,,,,,,,无意见,,,,,,,,1,
307,187,社区居民,31-40岁,,,,,,,,,,,,,,,,,,,,,无,,,,,,,,,,没想法,经常看到,觉得辛苦,中立,是,噪音/卫生问题,"物业监督,禁止吸烟",不太愿意,没,1-5年
308,280,社区居民,18-24岁,,,,,,,,,,,,,,,,,,,,,没有,,,,,,,,,,无意见,经常看到,不希望聚集,比较支持,是,充电消防隐患,物业监督,不太愿意,跳过,5年以上
309,450,外卖骑手,25-30岁,众包,商业区/写字楼为主,完全不知道,8-12小时,"手机/电瓶车充电难,找不到合适地方休息,上厕所不便","充足的电瓶车停车位,基础休憩",闲置核酸亭/集装箱改造,A（高频便利型）,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,"由外卖平台承担,向骑手收取少量费用",完全不愿意,5.0,没,不到6个月,12000元以上,,,,,,,,。,,,,,,,,-,
310,367,外卖骑手,31-40岁,众包,商业区/写字楼为主,是，偶尔用,少于4小时,饮水不便,"充足的电瓶车停车位,充电续航",小区出入口/门卫室附近,A（高频便利型）,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,"向骑手收取少量费用,完全由政府出资",完全不愿意,3.0,无意见,6个月-1年,12000元以上,,,,,,,,没,,,,,,,,无意见,
311,658,外卖骑手,18-24岁,众包,商业区/写字楼为主,知道，但从没用过,8-12小时,饮水不便,"基础休憩,应急庇护",小区出入口/门卫室附近,A（高频便利型）,2.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,"完全由政府出资,向骑手收取少量费用",完全不愿意,5.0,夏天暴晒，有个能乘凉的地方最好。,3年以上,8000-12000元,,,,,,,,1,,,,,,,,无意见,
312,356,社区周边商户,31-40岁,,,,,,,,,,,,,,,,,,,,,没啥,,,药店/诊所,是，就在小区门口,很少,从未有过,非常愿意,"安全责任问题,影响店面卫生",平台流量曝光,支持,,,,,,,,1,
314,212,外卖骑手,31-40岁,众包,住宅区/社区为主,完全不知道,4-8小时,"饮水不便,找不到合适地方休息","便利服务,应急庇护",社区便利店/超市内,A（高频便利型）,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,"完全由政府出资,向骑手收取少量费用",完全不愿意,3.0,建议能把地图定位搞准确一点，别很难找。,不到6个月,5000元以下,,,,,,,,没,,,,,,,,暂无,
315,388,外卖骑手,18-24岁,众包,住宅区/社区为主,知道，但从没用过,少于4小时,饮水不便,"充电续航,应急庇护",社区便利店/超市内,A（高频便利型）,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"向骑手收取少量费用,由外卖平台承担",视情况而定,4.0,遇到大暴雨有个躲雨的棚子也行啊。,6个月-1年,5000-8000元,,,,,,,,没啥,,,,,,,,不知道,
316,279,社区周边商户,18-24岁,,,,,,,,,,,,,,,,,,,,,跳过,,,餐饮店,否,很少,经常有,非常愿意,安全责任问题,水电补贴,还行,,,,,,,,没有,
317,207,外卖骑手,18-24岁,众包,住宅区/社区为主,是，偶尔用,超过12小时,"饮水不便,身体疲劳无处缓解,上厕所不便","基础休憩,充电续航",社区党群服务中心,B（综合保障型）,4.0,5.0,4.0,4.0,1.0,5.0,4.0,5.0,4.0,"广告收入,完全由政府出资",视情况而定,4.0,要是能免费发点防暑降温的药就好了。,不到6个月,8000-12000元,,,,,,,,无,,,,,,,,无意见,
319,302,社区居民,31-40岁,,,,,,,,,,,,,,,,,,,,,。,,,,,,,,,,没有,经常看到,没感觉,比较支持,否,充电消防隐患,禁止吸烟,无所谓,不知道,少于1年
320,346,外卖骑手,18-24岁,众包,混合区域,是，偶尔用,4-8小时,饮水不便,"基础休憩,充电续航",小区出入口/门卫室附近,C（弹性流动型）,5.0,5.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,"由外卖平台承担,广告收入",愿意支付,4.0,看情况,不到6个月,5000元以下,,,,,,,,没想法,,,,,,,,跳过,
321,475,外卖骑手,31-40岁,专送,商业区/写字楼为主,知道，但从没用过,超过12小时,身体疲劳无处缓解,"应急庇护,充足的电瓶车停车位",社区便利店/超市内,A（高频便利型）,3.0,4.0,4.0,4.0,1.0,5.0,4.0,4.0,4.0,"向骑手收取少量费用,广告收入",视情况而定,3.0,有时候车停在外面怕被偷，希望有监控。,6个月-1年,8000-12000元,,,,,,,,-,,,,,,,,没有,
322,1263,社区居民,18-24岁,,,,,,,,,,,,,,,,,,,,,不知道,,,,,,,,,,暂无,偶尔看到,没感觉,比较支持,否,"噪音/卫生问题,充电消防隐患","物业监督,禁止吸烟",不太愿意,没想法,5年以上
323,184,外卖骑手,18-24岁,专送,混合区域,是，偶尔用,8-12小时,"身体疲劳无处缓解,找不到合适地方休息","充电续航,应急庇护",社区便利店/超市内,A（高频便利型）,4.0,5.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,"广告收入,完全由政府出资",不太愿意,2.0,最好能有些雨衣雨鞋的应急借用。,不到6个月,5000-8000元,,,,,,,,。,,,,,,,,-,
324,302,社区居民,25-30岁,,,,,,,,,,,,,,,,,,,,,没想法,,,,,,,,,,暂无,很少看到,没感觉,中立,否,充电消防隐患,禁止吸烟,不太愿意,同意,5年以上
325,1098,社区周边商户,18-24岁,,,,,,,,,,,,,,,,,,,,,没啥,,,其他服务店,是，就在小区门口,很少,从未有过,可以考虑,"安全责任问题,影响店面卫生",水电补贴,跳过,,,,,,,,没有,
326,342,外卖骑手,41岁及以上,众包,混合区域,完全不知道,少于4小时,"找不到合适地方休息,上厕所不便","充电续航,充足的电瓶车停车位",社区党群服务中心,A（高频便利型）,3.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,"向骑手收取少量费用,完全由政府出资",视情况而定,5.0,无,1-3年,12000元以上,,,,,,,,无意见,,,,,,,,1,
327,332,外卖骑手,18-24岁,众包,商业区/写字楼为主,完全不知道,少于4小时,找不到合适地方休息,"基础休憩,充电续航",闲置核酸亭/集装箱改造,A（高频便利型）,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,"完全由政府出资,由外卖平台承担",完全不愿意,5.0,暂无,1-3年,12000元以上,,,,,,,,。,,,,,,,,没,
328,324,社区周边商户,31-40岁,,,,,,,,,,,,,,,,,,,,,跳过,,,其他服务店,是，就在小区门口,很少,很少有,不愿意,影响店面卫生,"平台流量曝光,水电补贴",不知道,,,,,,,,没啥,
329,632,社区居民,25-30岁,,,,,,,,,,,,,,,,,,,,,没啥,,,,,,,,,,。,偶尔看到,影响美观,比较支持,是,充电消防隐患,物业监督,无所谓,没啥,5年以上
330,712,社区居民,18-24岁,,,,,,,,,,,,,,,,,,,,,没啥,,,,,,,,,,没,很少看到,影响美观,不太支持,是,噪音/卫生问题,"禁止吸烟,物业监督",无所谓,别影响小区的整体美观和环境质量。,少于1年
331,355,社区居民,18-24岁,,,,,,,,,,,,,,,,,,,,,不知道,,,,,,,,,,没有,很少看到,影响美观,比较支持,否,充电消防隐患,"物业监督,禁止吸烟",不太愿意,安全第一，不管是充电还是治安，都要有保障。,5年以上
332,723,社区居民,18-24岁,,,,,,,,,,,,,,,,,,,,,没想法,,,,,,,,,,跳过,经常看到,没感觉,比较支持,是,噪音/卫生问题,"禁止吸烟,物业监督",不太愿意,其实这也是城市温度的体现，大家应该多理解。,1-5年
333,443,外卖骑手,25-30岁,众包,混合区域,是，偶尔用,4-8小时,找不到合适地方休息,"应急庇护,便利服务",社区便利店/超市内,B（综合保障型）,3.0,4.0,3.0,3.0,1.0,3.0,3.0,4.0,4.0,"广告收入,由外卖平台承担",不太愿意,2.0,没啥,不到6个月,5000元以下,,,,,,,,-,,,,,,,,暂无,
334,787,外卖骑手,31-40岁,众包,商业区/写字楼为主,是，偶尔用,少于4小时,饮水不便,"充电续航,基础休憩",小区出入口/门卫室附近,B（综合保障型）,2.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,"向骑手收取少量费用,由外卖平台承担",完全不愿意,4.0,暂无,6个月-1年,5000元以下,,,,,,,,-,,,,,,,,没有,
335,317,外卖骑手,18-24岁,众包,住宅区/社区为主,是，偶尔用,8-12小时,"上厕所不便,手机/电瓶车充电难","充足的电瓶车停车位,应急庇护",小区出入口/门卫室附近,A（高频便利型）,3.0,4.0,4.0,4.0,1.0,3.0,3.0,4.0,3.0,"向骑手收取少量费用,完全由政府出资",愿意支付,5.0,希望能24小时开放，晚上跑单也没个去处。,6个月-1年,8000-12000元,,,,,,,,-,,,,,,,,。,
336,858,社区周边商户,25-30岁,,,,,,,,,,,,,,,,,,,,,不知道,,,药店/诊所,是，在100米内,偶尔来,从未有过,不愿意,"安全责任问题,影响店面卫生","平台流量曝光,水电补贴",跳过,,,,,,,,无意见,
337,181,外卖骑手,18-24岁,众包,住宅区/社区为主,知道，但从没用过,4-8小时,"找不到合适地方休息,身体疲劳无处缓解","充电续航,便利服务",社区便利店/超市内,A（高频便利型）,3.0,4.0,4.0,4.0,1.0,3.0,3.0,3.0,3.0,"广告收入,由外卖平台承担",视情况而定,4.0,没有,6个月-1年,12000元以上,,,,,,,,1,,,,,,,,没有,
338,136,社区居民,41岁及以上,,,,,,,,,,,,,,,,,,,,,不知道,,,,,,,,,,暂无,偶尔看到,没感觉,非常支持,是,"充电消防隐患,噪音/卫生问题","物业监督,禁止吸烟",愿意,挺好的,1-5年
339,241,社区居民,18-24岁,,,,,,,,,,,,,,,,,,,,,无,,,,,,,,,,-,偶尔看到,没感觉,中立,是,充电消防隐患,物业监督,无所谓,没,1-5年
340,598,社区居民,25-30岁,,,,,,,,,,,,,,,,,,,,,没想法,,,,,,,,,,暂无,经常看到,不希望聚集,中立,否,噪音/卫生问题,"禁止吸烟,物业监督",不太愿意,。,1-5年
341,369,外卖骑手,41岁及以上,众包,商业区/写字楼为主,是，经常用,8-12小时,找不到合适地方休息,"应急庇护,充电续航",社区便利店/超市内,A（高频便利型）,3.0,2.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,"广告收入,完全由政府出资",视情况而定,4.0,暂无,不到6个月,5000-8000元,,,,,,,,暂无,,,,,,,,-,
342,257,外卖骑手,25-30岁,众包,混合区域,是，偶尔用,4-8小时,"身体疲劳无处缓解,上厕所不便,手机/电瓶车充电难","充电续航,便利服务",社区便利店/超市内,A（高频便利型）,2.0,2.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,"完全由政府出资,向骑手收取少量费用",愿意支付,3.0,主要是送单高峰期根本没时间去休息。,6个月-1年,8000-12000元,,,,,,,,没想法,,,,,,,,无,
343,741,外卖骑手,25-30岁,众包,商业区/写字楼为主,是，偶尔用,8-12小时,"上厕所不便,手机/电瓶车充电难,饮水不便","便利服务,充足的电瓶车停车位",闲置核酸亭/集装箱改造,A（高频便利型）,3.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,"向骑手收取少量费用,由外卖平台承担",完全不愿意,1.0,没,不到6个月,8000-12000元,,,,,,,,没,,,,,,,,。,
